#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,link,desc
682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,False,https://img.pokemondb.net/sprites/home/normal/spritzee.png,"Spritzee is a pink, avian Pokémon. It has a rounded body and a pale blue-gray face. Most of its facial area is taken up by its curved beak, which somewhat resembles a plague doctor's mask. It has large red-orange eyes with long black lashes. On top of its head is a curly tuft of feathers or fur. It has small wings and purple feet with no visible digits.
"
683,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,False,https://img.pokemondb.net/sprites/home/normal/aromatisse.png,"Aromatisse is a bipedal, semi-humanoid Pokémon. Its head and upper body are covered in fluffy purple fur or feathers. The exact hue varies: they are vivid purple in the official art, and pinkish-purple in all other appearances of the Pokémon. Around its lower body is an even fluffier mass of pink fur, resembling a skirt. There is a black bow on its lower back. It has a pale blue-gray face with a small, curved beak or snout that resembles a mask worn by plague doctors or a masquerade mask. Its eyes are black with red sclerae and pupils and full black lashes. It has two wavy ears or tufts with yellow centers on its head. Each of its hands has three yellow claws, and it has paw-like feet with three toes.
"
684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,False,https://img.pokemondb.net/sprites/home/normal/swirlix.png,"Swirlix is a small, round Pokémon covered with fluffy white fur. It has reddish-pink eyes with white pupils, round ears with light pink tips, a tiny reddish pink nose, and is often seen with its tongue poking out of the corner of its mouth. When its mouth is open, two upper fangs can be seen. In between its ears is a more prominent tuft of fur. Poking out of the bottom of its fur is its light pink tail. Its feet are usually tucked up in its fur, but when they are visible, they are seen to be a light pink and have three toes.
"
685,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,False,https://img.pokemondb.net/sprites/home/normal/slurpuff.png,"Slurpuff is a white, bipedal Pokémon. It has reddish-pink eyes with white pupils and is usually seen with its tongue poking out of the corner of its mouth. When its mouth is open, two upper fangs can be seen. On top of its head is a mass of fluffy pink fur with a red cherry-like sphere on top. On either side of its head, its pink fur forms a spherical shape similar to ears. Around its neck is a wavy, red collar and there is a red spot on the left side of its chest. It has small, pink feet with three toes and stubby arms.
"
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False,https://img.pokemondb.net/sprites/home/normal/inkay.png,"Inkay is a blue, squid-like Pokémon. It has a transparent mantle with a rounded, pink body inside that has several yellow, circular spots that can glow brightly. There are four of these luminescent spots on the front, and two on the back. Attached to its mantle are two transparent tentacles; its remaining tentacles are part of its main body, eight in total. It has round black eyes and a pink beak-like mouth.
"
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,False,https://img.pokemondb.net/sprites/home/normal/malamar.png,"Malamar is a Pokémon that resembles an upside-down squid. Several purple tentacles with bright blue undersides sprout from the top of its head. It has yellow eyes with black sclerae, a dark pink beak-like mouth, and lighter purple eyelids. Its main body is dark purple and has six circular yellow lights on the front and back. There is also a yellow stripe nearly encircling its upper body. Covering its main body is a transparent mantle with two white fins on the bottom that function as legs. On each side of the mantle is a long tentacle with dark pink at the top and white, scythe-like fins at the ends. The edge of Malamar's fins are said to be supremely sharp.
"
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False,https://img.pokemondb.net/sprites/home/normal/binacle.png,"Binacle is a Pokémon that resembles a goose barnacle. It also has the appearance of a hand and arm; the “hand” serves as its head. Its head is brown with puffy orange cheeks and an orange marking where a nose would be located. On top of its head are three long claws. Its body is orange with a white band around the middle.
"
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,False,https://img.pokemondb.net/sprites/home/normal/barbaracle.png,"Barbaracle is a bipedal Pokémon with a body that consists of two gray rocks connected by an orange, segmented waist. It has four orange arms connected to the upper rock. Its head is brown and resembles a left fist; there are four clawed fingers on top and a clawed thumb on its right cheek. Its face is orange with two eyes but no other distinguishable features. Each arm has a brown hand with a single eye in the center of the palm, four long claws, and a brown band around the middle. Its legs are also orange but have two brown bands and brown feet with four claws and a four-pointed star on the soles.
"
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False,https://img.pokemondb.net/sprites/home/normal/skrelp.png,"Skrelp is a brown aquatic Pokémon that resembles a common sea dragon. It has a purple face and neck, red eyes rimmed with black, a tubular, upturned snout, a leaf-like pectoral fin on either side of its head, and a large, roundish lump on top of its head. A light blue, round growth is attached to the back of its head by a thin brown stem. Its back has a slight hunch with a blunt spike. On either side of its body is a rounded, light blue fin and it has a striated, purple belly. Its tail is composed of three leaf-like fins.
"
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,False,https://img.pokemondb.net/sprites/home/normal/dragalge.png,"Dragalge is an aquatic Pokémon that resembles a common sea dragon. Its body is curved in a way that vaguely resembles the number three. Its sides are a light purple with slender vertical lines, while most of the rest of its body is a dull brown. There is a light purple patch on its face surrounding its red eyes. It has a tubular, upturned snout and on the back of its head is a thin appendage. On top of its head is a red, leaf-like crest with two brownish-green antennae. On either side of its body is a skinny, leaf-like appendage and its tailfin also resembles a large leaf. There are three small spikes along its back.
"
692,Clauncher,Water,,330,50,53,62,58,63,44,6,False,https://img.pokemondb.net/sprites/home/normal/clauncher.png,"Clauncher is a crustacean Pokémon that resembles a bright blue shrimp. It has three pairs of light gray legs; two pairs have simple blue spikes, while the foremost pair forms a larger set of claws. One claw forms a single, sharp point; and the other is much larger and forms a more traditional pincer, with a tiny yellow lower claw and a yellow circular pattern with two stripes on the back. Each front claw has a black stripe across the top. It has a pair of yellow antennae on top of its head, yellow eyes, and three pointed mandibles. There are three black stripes along its back that separate its body into segments, and it has a light gray underside. Two black, rectangular fins form its tail.
"
693,Clawitzer,Water,,500,71,73,88,120,89,59,6,False,https://img.pokemondb.net/sprites/home/normal/clawitzer.png,"Clawitzer is a crustacean Pokémon that resembles a bright blue shrimp. Its body is divided into several segments by black ridges and there are three small spikes behind its head. It has semicircular, yellow eyes, a black stripe across its face divided into parts, and four pointed mandibles. Its tail consists of three pointed fins: two black ones and one bright blue one. It lacks legs but has two clawed arms. The left claw is smaller and is dark blue with a black stripe along the back and a yellow tip. The right claw is a pincer larger than Clawitzer's body. The pincer is dark blue with a pair of thin, yellow antennae on top, three overlapping segments with a black stripe along the back edge, and four black spikes attached to the back of the last segment. The movable lower portion of the pincer is yellow, as is the inner portion of the pincer's last segment, which has three stripes patterning it.
"
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,False,https://img.pokemondb.net/sprites/home/normal/helioptile.png,"Helioptile is a bipedal, lizard-like Pokémon. It is primarily pale yellow with black feet and a black tail tip. The top of its head is also black with a triangular yellow marking on its forehead. It has blue eyes, a V-shaped mouth, a slightly pointed head, a tapering tail, and three toes on each foot. On either side of its head hangs a pointed, extension with a yellow tip. These can stiffen and expand into a frill.
"
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False,https://img.pokemondb.net/sprites/home/normal/heliolisk.png,"Heliolisk is a bipedal Pokémon that resembles a yellow lizard. Its head is mostly black with a yellow lower jaw. It has blue eyes with a pointed spike over each. Covering its neck is a black frill with orange spikes around the rim. This frill can be raised to frame its head if needed. Its hands and feet are black with three digits each and there is an orange band with triangular markings around each leg. It has a long, tapering tail that is orange and then black at the tip.
"
